layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot3,56,44,67865,129
1,bot3,50,50,34921,122
2,bot3,38,62,47743,89
3,bot3,53,47,53097,128
4,bot3,48,52,48069,119
5,bot3,43,57,48714,121
6,bot3,65,35,67933,145
7,bot3,54,46,43681,133
8,bot3,38,62,31567,109
9,bot3,54,46,42544,120
