layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot3,13,87,21725,70
0,bot4,19,81,30210,76
0,bot5,69,31,41807,161
1,bot3,9,91,10735,71
1,bot4,25,75,29179,87
1,bot5,83,17,32618,179
2,bot3,7,93,9622,43
2,bot4,5,95,6478,39
2,bot5,72,28,37812,165
3,bot3,6,94,13328,40
3,bot4,6,94,15781,39
3,bot5,81,19,29740,176
4,bot3,1,99,365,50
4,bot4,7,93,12641,62
4,bot5,76,24,32180,172
5,bot3,9,91,18771,46
5,bot4,13,87,15615,53
5,bot5,79,21,28231,170
