layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot3,13,87,58979,77
0,bot4,23,77,49626,89
0,bot5,75,25,25093,163
1,bot3,8,92,36515,83
1,bot4,34,66,89023,113
1,bot5,68,32,29151,157
2,bot3,4,96,7846,80
2,bot4,8,92,15136,76
2,bot5,55,45,17138,136
3,bot3,16,84,38894,73
3,bot4,42,58,30042,102
3,bot5,65,35,28601,147
4,bot3,2,98,6732,55
4,bot4,17,83,20705,70
4,bot5,60,40,33137,141
