layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,12,88,16792,68
0,bot7,14,86,6381,76
0,bot8,58,42,11907,135
1,bot6,23,77,10697,87
1,bot7,30,70,12043,98
1,bot8,59,41,14702,139
2,bot6,3,97,2851,71
2,bot7,18,82,9331,87
2,bot8,58,42,17847,141
3,bot6,6,94,8494,56
3,bot7,18,82,16272,74
3,bot8,53,47,14281,135
