layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,61,39,25068,148
0,bot7,64,36,12964,144
0,bot8,71,29,13650,158
1,bot6,44,56,17023,122
1,bot7,56,44,13400,131
1,bot8,64,36,12939,142
2,bot6,49,51,21035,126
2,bot7,69,31,16372,152
2,bot8,68,32,18058,152
3,bot6,61,39,27673,144
3,bot7,71,29,16997,153
3,bot8,67,33,19035,147
4,bot6,45,55,25357,116
4,bot7,62,38,15723,135
4,bot8,62,38,19656,140
