layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,56,44,13184,148
0,bot7,69,31,18449,160
0,bot8,59,41,10089,133
1,bot6,17,83,12671,93
1,bot7,37,63,11529,114
1,bot8,53,47,14842,137
2,bot6,17,83,16193,81
2,bot7,30,70,17894,98
2,bot8,49,51,12356,132
3,bot6,20,80,12695,101
3,bot7,34,66,11774,109
3,bot8,48,52,15527,123
4,bot6,9,91,8983,78
4,bot7,25,75,8858,94
4,bot8,61,39,18031,137
