layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,2,98,2147,27
0,bot7,12,88,1183,47
0,bot8,38,62,10058,115
1,bot6,8,92,3999,43
1,bot7,8,92,7225,36
1,bot8,42,58,13270,114
2,bot6,0,100,0,22
2,bot7,5,95,3502,36
2,bot8,51,49,17704,125
3,bot6,6,94,7440,58
3,bot7,14,86,2368,57
3,bot8,48,52,23816,128
4,bot6,5,95,5018,46
4,bot7,7,93,5774,43
4,bot8,50,50,17797,129
