layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,0,100,0,15
0,bot7,9,91,1711,27
0,bot8,47,53,23981,125
1,bot6,21,79,4621,84
1,bot7,25,75,8754,83
1,bot8,52,48,15732,126
2,bot6,0,100,0,42
2,bot7,3,97,849,46
2,bot8,50,50,17334,127
3,bot6,2,98,2554,50
3,bot7,9,91,7805,57
3,bot8,41,59,18640,113
