layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,41,59,17871,121
0,bot7,59,41,14594,131
0,bot8,61,39,21520,135
1,bot6,46,54,26843,123
1,bot7,62,38,15187,140
1,bot8,75,25,18179,164
2,bot6,49,51,18170,132
2,bot7,53,47,12396,127
2,bot8,62,38,12209,143
3,bot6,56,44,22231,141
3,bot7,63,37,13268,146
3,bot8,71,29,15703,155
4,bot6,57,43,32146,145
4,bot7,71,29,15187,154
4,bot8,84,16,18523,178
5,bot6,61,39,22847,154
5,bot7,60,40,10785,138
5,bot8,72,28,13358,158
