layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,31,69,18930,98
0,bot7,45,55,16226,116
0,bot8,48,52,15671,120
1,bot6,19,81,17147,80
1,bot7,43,57,17997,110
1,bot8,45,55,17789,111
