layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,37,63,22393,102
0,bot7,50,50,16036,117
0,bot8,51,49,17535,129
1,bot6,37,63,27674,90
1,bot7,51,49,22044,125
1,bot8,60,40,20476,141
2,bot6,42,58,21791,116
2,bot7,44,56,15461,114
2,bot8,60,40,19235,143
3,bot6,21,79,13665,78
3,bot7,35,65,16298,95
3,bot8,39,61,14653,101
4,bot6,33,67,14178,98
4,bot7,47,53,17203,117
4,bot8,43,57,13739,120
