layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,0,100,0,61
0,bot7,5,95,14316,61
0,bot8,40,60,12301,106
1,bot6,0,100,0,34
1,bot7,8,92,5241,49
1,bot8,50,50,18290,122
