layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,29,71,19598,94
0,bot7,53,47,19972,126
0,bot8,53,47,19214,124
1,bot6,34,66,23896,86
1,bot7,51,49,20153,120
1,bot8,54,46,19599,127
2,bot6,36,64,25727,85
2,bot7,52,48,19072,118
2,bot8,51,49,17271,119
3,bot6,17,83,15378,60
3,bot7,45,55,22323,101
3,bot8,43,57,20764,110
