layout,bot,successes,failures,moves to crewmate,crewmates saved
0,bot6,11,89,13491,79
0,bot7,25,75,12421,86
0,bot8,44,56,15716,108
1,bot6,9,91,12195,65
1,bot7,20,80,12931,75
1,bot8,50,50,13680,123
